    7894.58   7.72490    0.231747
    7897.61   8.67750    0.260325
    7902.58   8.40581    0.252175
    7911.60   8.97810    0.269343
    7911.68   8.96506    0.268952
    7920.51  11.3549     0.340648
    7928.62  10.9054     0.327163
    7931.56  10.5332     0.315996
    7934.47  11.4222     0.342666
    7944.61  10.4805     0.314416
    7957.48   7.41139    0.222342
    7975.48   7.99789    0.239937
    7982.58   8.48556    0.254567
    7984.48   8.44298    0.253290
    7995.44   9.26494    0.277948
    8014.42   8.91586    0.267476
    8032.40   9.61598    0.288480
    8047.38  10.3436     0.310307
