    7894.59     9.62479   0.288745
    7902.60    10.2858    0.308576
    7911.63    11.6472    0.349417
    7911.66    11.7188    0.351566
    7920.64    12.8564    0.385691
    7923.60    12.0976    0.362928
    7928.64    12.3368    0.370105
    7931.60    12.0795    0.362386
    7934.50    11.3983    0.341951
    7939.56    10.4734    0.314204
    7944.61    10.1571    0.304714
    7957.51     8.99293   0.269789
    7982.64     9.21647   0.276495
    7984.49     8.72451   0.261736
    7995.46     9.65041   0.289513
    8014.40    10.6417    0.319252
    8025.41    10.3539    0.310622
    8036.42    11.7540    0.352622
    8047.41    11.6596    0.349788
