-1.182987062318735294e+00 3.442093699708558940e+00 3.345459025774514572e+01 1.691120780475283469e+00 1.315913347134425315e-01
-1.199760120516661033e+00 3.411263111374811974e+00 3.323471918648894530e+01 2.250735667011934726e+00 1.334907406754710923e-01
-1.199760120516661033e+00 3.411263111374811974e+00 3.323471918648894530e+01 2.250735667011934726e+00 1.334907406754710923e-01
-1.199760120516661033e+00 3.411263111374811974e+00 3.323471918648894530e+01 2.250735667011934726e+00 1.334907406754710923e-01
-1.208002624437353179e+00 3.398746457205878535e+00 3.327425188718435578e+01 2.607410553519793783e+00 1.367961265209525212e-01
-1.207762252995058905e+00 3.401622233376854432e+00 3.334159740008874451e+01 2.587375184061206923e+00 1.364698026023062061e-01
-1.207762252995058905e+00 3.401622233376854432e+00 3.334159740008874451e+01 2.587375184061206923e+00 1.364698026023062061e-01
-1.181128839515456663e+00 3.445823333267404642e+00 3.372284062862176768e+01 2.693455643831148549e+00 1.345465958437356280e-01
-1.184492327690212621e+00 3.453445132609147095e+00 3.292544453237255908e+01 3.453540316674079236e+00 1.390941026775445455e-01
-1.184492327690212621e+00 3.453445132609147095e+00 3.292544453237255908e+01 3.453540316674079236e+00 1.390941026775445455e-01
-1.184492327690212621e+00 3.453445132609147095e+00 3.292544453237255908e+01 3.453540316674079236e+00 1.390941026775445455e-01
-1.184492327690212621e+00 3.453445132609147095e+00 3.292544453237255908e+01 3.453540316674079236e+00 1.390941026775445455e-01
-1.184492327690212621e+00 3.453445132609147095e+00 3.292544453237255908e+01 3.453540316674079236e+00 1.390941026775445455e-01
-1.179845489060408648e+00 3.459007795333937985e+00 3.245271322831998617e+01 3.761701936846407968e+00 1.396895822582399638e-01
-1.179918561506126728e+00 3.464147626720317952e+00 3.279447973929819682e+01 3.575158223585696682e+00 1.393648461776636482e-01
-1.179918561506126728e+00 3.464147626720317952e+00 3.279447973929819682e+01 3.575158223585696682e+00 1.393648461776636482e-01
-1.176897163415883796e+00 3.470587905288692987e+00 3.281346624596096717e+01 3.601959943402045727e+00 1.392111277297205796e-01
-1.176897163415883796e+00 3.470587905288692987e+00 3.281346624596096717e+01 3.601959943402045727e+00 1.392111277297205796e-01
-1.176897163415883796e+00 3.470587905288692987e+00 3.281346624596096717e+01 3.601959943402045727e+00 1.392111277297205796e-01
-1.176897163415883796e+00 3.470587905288692987e+00 3.281346624596096717e+01 3.601959943402045727e+00 1.392111277297205796e-01
-1.176985104013404282e+00 3.470382713732774072e+00 3.280716357321575316e+01 3.617033060239747577e+00 1.392843327821516874e-01
-1.176985104013404282e+00 3.470382713732774072e+00 3.280716357321575316e+01 3.617033060239747577e+00 1.392843327821516874e-01
-1.176985104013404282e+00 3.470382713732774072e+00 3.280716357321575316e+01 3.617033060239747577e+00 1.392843327821516874e-01
-1.132777704693230802e+00 3.551609317813670508e+00 3.242075271192869934e+01 6.528275304658964551e+00 1.465066038117425196e-01
-1.082752730470980973e+00 3.646920263324953559e+00 3.164679283393444109e+01 8.125314190779189261e+00 1.483832967280805937e-01
-1.082752730470980973e+00 3.646920263324953559e+00 3.164679283393444109e+01 8.125314190779189261e+00 1.483832967280805937e-01
-1.047879144579583865e+00 3.738968224971215282e+00 3.155287333589531329e+01 1.093685692893256345e+01 1.481023743229835654e-01
-9.509760972897440823e-01 3.785577712397932615e+00 3.127096167475434996e+01 1.858033169939719542e+01 1.710717612424637324e-01
-9.292261743215513015e-01 3.862170341151166308e+00 3.091901347889735874e+01 1.980459165910117747e+01 1.696856786696385178e-01
-9.292261743215513015e-01 3.862170341151166308e+00 3.091901347889735874e+01 1.980459165910117747e+01 1.696856786696385178e-01
-9.292261743215513015e-01 3.862170341151166308e+00 3.091901347889735874e+01 1.980459165910117747e+01 1.696856786696385178e-01
-9.292261743215513015e-01 3.862170341151166308e+00 3.091901347889735874e+01 1.980459165910117747e+01 1.696856786696385178e-01
-9.898171526249096575e-01 3.837226143038116710e+00 2.941125710396037007e+01 1.955672999640924559e+01 1.775580202607663083e-01
-9.898171526249096575e-01 3.837226143038116710e+00 2.941125710396037007e+01 1.955672999640924559e+01 1.775580202607663083e-01
-9.842144196274712487e-01 3.850204265414086890e+00 2.944973392999585826e+01 1.945873952968904774e+01 1.773392793013351398e-01
-1.015364517038331860e+00 3.774958785998759225e+00 2.947945225000269787e+01 2.162007948864762596e+01 1.764838936273339931e-01
-1.015364517038331860e+00 3.774958785998759225e+00 2.947945225000269787e+01 2.162007948864762596e+01 1.764838936273339931e-01
-1.195330583804121716e+00 3.326672197333097269e+00 2.810712896593797794e+01 2.850747020719055413e+01 1.807573179629415883e-01
-1.195330583804121716e+00 3.326672197333097269e+00 2.810712896593797794e+01 2.850747020719055413e+01 1.807573179629415883e-01
-1.235551876878861810e+00 3.272275705173697702e+00 2.719588101929112511e+01 3.521544869892088769e+01 1.907875916099527058e-01
-1.235551876878861810e+00 3.272275705173697702e+00 2.719588101929112511e+01 3.521544869892088769e+01 1.907875916099527058e-01
-1.235551876878861810e+00 3.272275705173697702e+00 2.719588101929112511e+01 3.521544869892088769e+01 1.907875916099527058e-01
-1.240738369481492187e+00 3.227855363064525029e+00 2.628143105625007792e+01 4.110649117500286565e+01 2.040487879723120457e-01
-1.243539000093327296e+00 3.263646188773428936e+00 2.504256814529653496e+01 4.703781212672693357e+01 2.181778729031140784e-01
-1.280042042239188271e+00 3.185498071019469357e+00 2.577629997596696398e+01 4.604784427550058723e+01 2.170127280901787969e-01
-1.280042042239188271e+00 3.185498071019469357e+00 2.577629997596696398e+01 4.604784427550058723e+01 2.170127280901787969e-01
-1.257625318305639395e+00 3.215953770932018507e+00 2.581735825849893473e+01 4.827163978608614059e+01 2.220445579381773449e-01
-1.257625318305639395e+00 3.215953770932018507e+00 2.581735825849893473e+01 4.827163978608614059e+01 2.220445579381773449e-01
-1.257625318305639395e+00 3.215953770932018507e+00 2.581735825849893473e+01 4.827163978608614059e+01 2.220445579381773449e-01
-1.237417526451005667e+00 3.266408291118104046e+00 2.547017601627602090e+01 5.253917523928929967e+01 2.252376759884021085e-01
-1.237417526451005667e+00 3.266408291118104046e+00 2.547017601627602090e+01 5.253917523928929967e+01 2.252376759884021085e-01
-1.238839128288358848e+00 3.243592077720032218e+00 2.564133078216478268e+01 4.993429107304612558e+01 2.209188670359020779e-01
-1.238839128288358848e+00 3.243592077720032218e+00 2.564133078216478268e+01 4.993429107304612558e+01 2.209188670359020779e-01
-1.213245044220350177e+00 3.265102233236131468e+00 2.614628755533155058e+01 5.101719577751359225e+01 2.263219496524798424e-01
-1.213245044220350177e+00 3.265102233236131468e+00 2.614628755533155058e+01 5.101719577751359225e+01 2.263219496524798424e-01
-1.223372442221908996e+00 3.240020512437119304e+00 2.627976899903736907e+01 5.124111588128042172e+01 2.264685049993040156e-01
-1.225336337027773004e+00 3.232018403448402299e+00 2.597181855001551298e+01 5.158402859013152408e+01 2.277771517250438416e-01
-1.225336337027773004e+00 3.232018403448402299e+00 2.597181855001551298e+01 5.158402859013152408e+01 2.277771517250438416e-01
-1.225336337027773004e+00 3.232018403448402299e+00 2.597181855001551298e+01 5.158402859013152408e+01 2.277771517250438416e-01
-1.225336337027773004e+00 3.232018403448402299e+00 2.597181855001551298e+01 5.158402859013152408e+01 2.277771517250438416e-01
